status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,days_since_start,Cluster
video,2014-01-20 09:37:00,287.0,9.0,0.0,287.0,0.0,0.0,0.0,0.0,0.0,554.0,0
video,2014-01-19 02:37:00,247.0,8.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,552.0,0
video,2014-01-14 00:00:00,273.0,7.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,547.0,0
video,2014-01-12 12:10:00,396.0,30.0,1.0,396.0,0.0,0.0,0.0,0.0,0.0,546.0,0
video,2014-01-12 08:16:00,241.0,2.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,546.0,0
video,2014-01-12 06:24:00,204.0,1.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,546.0,0
video,2014-01-12 06:22:00,199.0,6.0,1.0,199.0,0.0,0.0,0.0,0.0,0.0,546.0,0
photo,2014-01-12 00:49:00,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,545.0,0
video,2014-01-11 23:52:00,421.0,9.999999999999998,2.0,421.0,0.0,0.0,0.0,0.0,0.0,545.0,0
video,2014-01-11 02:10:00,240.0,7.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,544.0,0
video,2014-01-11 00:00:00,479.0,18.0,1.0,479.0,0.0,0.0,0.0,0.0,0.0,544.0,1
video,2014-01-10 09:38:00,282.0,7.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,544.0,0
video,2014-01-10 07:34:00,107.0,1.0,2.0,107.0,0.0,0.0,0.0,0.0,0.0,544.0,0
video,2014-01-10 07:25:00,258.0,5.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,544.0,0
video,2014-01-08 12:43:00,799.0,31.0,4.0,799.0,0.0,0.0,0.0,0.0,0.0,542.0000000000001,1
video,2014-01-08 10:08:00,157.0,9.0,3.0,157.0,0.0,0.0,0.0,0.0,0.0,542.0000000000001,0
video,2014-01-08 07:58:00,358.0,19.0,1.0,358.0,0.0,0.0,0.0,0.0,0.0,542.0000000000001,0
photo,2014-01-08 03:36:00,45.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,542.0000000000001,0
video,2014-01-08 02:40:00,155.0,2.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,541.0,0
video,2014-01-07 23:15:00,328.0,21.0,5.0,328.0,0.0,0.0,0.0,0.0,0.0,541.0,1
video,2014-01-06 13:15:00,271.0,6.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0,540.0,0
video,2014-01-05 14:29:00,202.0,9.999999999999998,1.0,202.0,0.0,0.0,0.0,0.0,0.0,539.0,0
video,2014-01-05 13:42:00,249.0,7.0,1.0,249.0,0.0,0.0,0.0,0.0,0.0,539.0,0
video,2014-01-05 09:23:00,460.0,31.0,1.0,460.0,0.0,0.0,0.0,0.0,0.0,539.0,1
video,2013-12-31 23:38:00,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,534.0,0
video,2013-12-31 23:37:00,101.0,2.0,1.0,101.0,0.0,0.0,0.0,0.0,0.0,534.0,0
video,2013-12-31 11:36:00,258.0,7.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,534.0,0
video,2013-12-31 10:36:00,152.0,5.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,534.0,0
photo,2013-12-31 04:16:00,87.0,3.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,534.0,0
photo,2013-12-28 06:29:00,46.0,4.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,531.0,0
photo,2013-12-27 07:12:00,63.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,529.9999999999999,0
video,2013-12-26 23:29:00,271.0,3.0,1.0,271.0,0.0,0.0,0.0,0.0,0.0,529.0000000000001,0
video,2013-12-26 10:06:00,126.0,5.0,2.0,126.0,0.0,0.0,0.0,0.0,0.0,529.0000000000001,0
video,2013-12-25 23:52:00,175.0,6.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,528.0,0
video,2013-12-25 23:38:00,47.0,0.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,528.0,0
photo,2013-12-25 07:48:00,42.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,528.0,0
photo,2013-12-25 07:45:00,53.0,1.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,528.0,0
photo,2013-12-24 09:12:00,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,527.0,0
photo,2013-12-24 06:39:00,41.0,1.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,527.0,0
photo,2013-12-24 06:38:00,34.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,527.0,0
video,2013-12-22 02:32:00,238.0,4.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,524.0,0
video,2013-12-22 00:50:00,223.0,3.0,1.0,223.0,0.0,0.0,0.0,0.0,0.0,524.0,0
photo,2013-12-21 22:08:00,75.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,524.0,0
photo,2013-12-20 23:53:00,101.0,1.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,523.0000000000001,0
photo,2013-12-20 06:01:00,51.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,523.0000000000001,0
photo,2013-12-19 09:54:00,77.0,3.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,522.0,0
video,2013-12-19 01:22:00,1190.0,12.0,1.0,1190.0,0.0,0.0,0.0,0.0,0.0,521.0,3
photo,2013-12-19 00:01:00,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,521.0,0
photo,2013-12-18 09:36:00,134.0,3.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,521.0,0
photo,2013-12-18 06:56:00,72.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,521.0,0
video,2013-12-18 00:14:00,188.0,6.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,520.0,0
video,2013-12-17 03:27:00,221.0,2.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,520.0,0
video,2013-12-16 10:07:00,221.0,3.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,519.0,0
photo,2013-12-16 03:21:00,94.0,3.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,519.0,0
video,2013-12-15 23:14:00,82.0,3.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,518.0,0
photo,2013-12-15 09:11:00,216.0,8.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,518.0,0
video,2013-12-15 05:04:00,110.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,518.0,0
video,2013-12-14 10:09:00,348.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,516.9999999999999,0
video,2013-12-14 09:36:00,225.0,13.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,516.9999999999999,0
photo,2013-12-14 07:11:00,80.0,1.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,516.9999999999999,0
photo,2013-12-13 08:10:00,91.0,6.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,516.0000000000001,0
photo,2013-12-13 08:09:00,184.0,11.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,516.0000000000001,0
video,2013-12-13 06:41:00,562.0,0.0,0.0,562.0,0.0,0.0,0.0,0.0,0.0,516.0000000000001,1
photo,2013-12-13 03:37:00,184.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,516.0000000000001,0
photo,2013-12-12 04:08:00,190.0,2.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,515.0,0
video,2013-12-10 08:33:00,360.0,23.0,2.0,360.0,0.0,0.0,0.0,0.0,0.0,513.0,0
video,2013-12-09 08:27:00,57.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,512.0,0
photo,2013-12-07 07:45:00,102.0,4.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,509.9999999999999,0
photo,2013-12-07 00:09:00,152.0,2.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,509.0000000000001,0
photo,2013-12-05 22:44:00,263.0,14.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0,508.0,0
video,2013-12-05 13:36:00,62.0,1.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,508.0,0
video,2013-12-05 08:49:00,126.0,18.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,508.0,0
photo,2013-12-04 01:34:00,114.0,3.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,506.0,0
photo,2013-12-03 07:58:00,187.0,9.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,506.0,0
photo,2013-12-03 05:51:00,58.0,7.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,506.0,0
photo,2013-12-03 05:50:00,46.0,3.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,506.0,0
photo,2013-11-30 03:18:00,183.0,4.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,503.0000000000001,0
photo,2013-11-27 20:57:00,99.0,11.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,500.0,0
photo,2013-11-27 20:56:00,51.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,500.0,0
photo,2013-11-25 06:24:00,92.0,6.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,498.0,0
photo,2013-11-25 06:21:00,103.0,6.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,498.0,0
photo,2013-11-25 01:22:00,326.0,9.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,496.9999999999999,0
photo,2013-11-20 09:56:00,113.0,2.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,493.0,0
photo,2013-11-20 00:24:00,61.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,492.0,0
photo,2013-11-20 00:16:00,76.00000000000001,3.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,492.0,0
photo,2013-11-20 00:15:00,66.00000000000001,1.0,0.0,66.00000000000001,0.0,0.0,0.0,0.0,0.0,492.0,0
video,2013-11-19 10:01:00,638.0,34.0,9.0,638.0,0.0,0.0,0.0,0.0,0.0,492.0,1
video,2013-11-19 00:02:00,154.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,491.0,0
video,2013-11-18 23:53:00,95.0,9.0,3.0,95.0,0.0,0.0,0.0,0.0,0.0,491.0,0
photo,2013-11-18 23:39:00,29.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,491.0,0
photo,2013-11-18 23:22:00,71.00000000000001,2.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,491.0,0
video,2013-11-18 02:28:00,813.0,6.0,0.0,813.0,0.0,0.0,0.0,0.0,0.0,490.0,1
video,2013-11-18 01:32:00,506.0,44.0,7.0,506.0,0.0,0.0,0.0,0.0,0.0,490.0,1
photo,2013-11-17 22:00:00,68.0,7.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,490.0,0
video,2013-11-17 08:16:00,174.0,11.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,490.0,0
photo,2013-11-17 04:55:00,105.0,4.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,490.0,0
photo,2013-11-17 04:44:00,179.0,11.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,490.0,0
video,2013-11-16 00:00:00,191.0,6.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,488.0,0
video,2013-11-15 22:45:00,203.0,3.0,1.0,203.0,0.0,0.0,0.0,0.0,0.0,488.0,0
photo,2013-11-15 21:53:00,277.0,52.0,2.0,277.0,0.0,0.0,0.0,0.0,0.0,488.0,0
video,2013-11-15 20:59:00,62.0,2.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,488.0,0
video,2013-11-15 05:41:00,200.0,6.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,488.0,0
photo,2013-11-14 10:47:00,339.0,30.0,0.0,339.0,0.0,0.0,0.0,0.0,0.0,487.0,0
video,2013-11-12 10:29:00,178.0,9.999999999999998,1.0,178.0,0.0,0.0,0.0,0.0,0.0,485.0,0
photo,2013-11-12 08:07:00,23.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,485.0,0
video,2013-11-11 19:09:00,65.0,11.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,484.0,0
video,2013-11-11 09:39:00,250.0,7.0,6.0,250.0,0.0,0.0,0.0,0.0,0.0,484.0,0
photo,2013-11-08 21:50:00,59.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,481.0,0
video,2013-11-06 11:12:00,110.0,12.0,3.0,110.0,0.0,0.0,0.0,0.0,0.0,479.0,0
video,2013-11-06 10:37:00,147.0,13.0,2.0,147.0,0.0,0.0,0.0,0.0,0.0,479.0,0
photo,2013-11-06 06:26:00,62.0,6.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,479.0,0
video,2013-11-05 09:46:00,686.0,53.0,3.0,686.0,0.0,0.0,0.0,0.0,0.0,478.0,1
video,2013-11-05 05:09:00,351.0,5.0,2.0,351.0,0.0,0.0,0.0,0.0,0.0,478.0,0
video,2013-11-05 01:29:00,215.0,12.0,1.0,215.0,0.0,0.0,0.0,0.0,0.0,477.0,0
video,2013-11-04 10:25:00,100.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,477.0,0
video,2013-11-04 10:16:00,131.0,1.0,1.0,131.0,0.0,0.0,0.0,0.0,0.0,477.0,0
video,2013-11-04 06:10:00,560.0,22.0,12.0,560.0,0.0,0.0,0.0,0.0,0.0,477.0,1
video,2013-11-03 02:51:00,374.0,9.0,16.0,374.0,0.0,0.0,0.0,0.0,0.0,476.0,1
video,2013-11-02 23:42:00,559.0,22.0,7.0,559.0,0.0,0.0,0.0,0.0,0.0,475.0,1
video,2013-11-02 10:32:00,169.0,6.0,5.0,169.0,0.0,0.0,0.0,0.0,0.0,475.0,0
video,2013-11-02 07:39:00,473.0,9.0,9.0,473.0,0.0,0.0,0.0,0.0,0.0,475.0,1
video,2013-11-02 07:37:00,58.0,2.0,4.0,58.0,0.0,0.0,0.0,0.0,0.0,475.0,0
video,2013-11-02 07:35:00,164.0,4.0,9.0,164.0,0.0,0.0,0.0,0.0,0.0,475.0,0
video,2013-11-02 05:51:00,614.0,24.0,21.0,614.0,0.0,0.0,0.0,0.0,0.0,475.0,1
video,2013-11-02 03:57:00,211.0,2.0,4.0,211.0,0.0,0.0,0.0,0.0,0.0,475.0,0
video,2013-11-02 03:55:00,129.0,9.0,3.0,129.0,0.0,0.0,0.0,0.0,0.0,475.0,0
video,2013-11-02 03:55:00,155.0,5.0,9.0,155.0,0.0,0.0,0.0,0.0,0.0,475.0,0
video,2013-11-02 03:53:00,438.0,14.0,19.0,438.0,0.0,0.0,0.0,0.0,0.0,475.0,1
video,2013-11-01 23:55:00,304.0,20.0,24.0,304.0,0.0,0.0,0.0,0.0,0.0,474.0,1
video,2013-11-01 23:44:00,116.0,2.0,10.0,116.0,0.0,0.0,0.0,0.0,0.0,474.0,0
video,2013-11-01 08:39:00,135.0,1.0,2.0,135.0,0.0,0.0,0.0,0.0,0.0,474.0,0
photo,2013-11-01 01:06:00,115.0,9.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,473.0,0
photo,2013-10-31 06:39:00,128.0,3.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,473.0,0
photo,2013-10-30 11:20:00,128.0,3.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,472.0,0
photo,2013-10-29 08:07:00,55.0,4.0,4.0,55.0,0.0,0.0,0.0,0.0,0.0,471.0,0
photo,2013-10-26 21:14:00,109.0,1.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,468.0,0
photo,2013-10-26 07:09:00,58.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,468.0,0
photo,2013-10-26 05:28:00,83.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,468.0,0
photo,2013-10-26 05:27:00,164.0,6.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,468.0,0
video,2013-10-26 00:14:00,210.0,9.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,467.0,0
video,2013-10-25 03:24:00,133.0,17.0,5.0,133.0,0.0,0.0,0.0,0.0,0.0,467.0,0
video,2013-10-24 12:36:00,91.0,6.0,6.0,91.0,0.0,0.0,0.0,0.0,0.0,466.0,0
video,2013-10-24 10:13:00,226.0,13.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,466.0,0
video,2013-10-24 09:56:00,50.0,3.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,466.0,0
video,2013-10-24 07:32:00,243.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,466.0,0
video,2013-10-23 14:33:00,113.0,15.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,465.0,0
video,2013-10-23 11:49:00,243.0,5.0,5.0,243.0,0.0,0.0,0.0,0.0,0.0,465.0,0
video,2013-10-23 11:45:00,141.0,1.0,1.0,141.0,0.0,0.0,0.0,0.0,0.0,465.0,0
video,2013-10-23 10:32:00,130.0,0.0,5.0,130.0,0.0,0.0,0.0,0.0,0.0,465.0,0
video,2013-10-22 10:28:00,65.0,2.0,4.0,65.0,0.0,0.0,0.0,0.0,0.0,464.0,0
photo,2013-10-21 02:28:00,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,462.0,0
photo,2013-10-20 02:48:00,75.0,3.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,461.0,0
video,2013-10-19 03:42:00,45.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,461.0,0
video,2013-10-18 11:46:00,177.0,14.0,4.0,177.0,0.0,0.0,0.0,0.0,0.0,460.0,0
photo,2013-10-18 07:08:00,45.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,460.0,0
photo,2013-10-18 03:05:00,93.0,8.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,460.0,0
video,2013-10-18 02:00:00,73.0,0.0,2.0,73.0,0.0,0.0,0.0,0.0,0.0,459.0,0
photo,2013-10-18 00:15:00,82.0,5.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,459.0,0
video,2013-10-17 21:39:00,89.0,17.0,1.0,89.0,0.0,0.0,0.0,0.0,0.0,459.0,0
video,2013-10-17 09:29:00,52.0,5.0,3.0,52.0,0.0,0.0,0.0,0.0,0.0,459.0,0
video,2013-10-17 09:22:00,52.0,5.0,3.0,52.0,0.0,0.0,0.0,0.0,0.0,459.0,0
photo,2013-10-17 01:41:00,32.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,458.0,0
photo,2013-10-17 01:14:00,140.0,18.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,458.0,0
photo,2013-10-16 23:32:00,113.0,5.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,458.0,0
video,2013-10-16 12:09:00,1201.0,86.0,3.0,1201.0,0.0,0.0,0.0,0.0,0.0,458.0,3
video,2013-10-16 11:41:00,1145.0,22.0,4.0,1145.0,0.0,0.0,0.0,0.0,0.0,458.0,1
video,2013-10-16 11:36:00,107.0,5.0,5.0,107.0,0.0,0.0,0.0,0.0,0.0,458.0,0
photo,2013-10-16 11:14:00,27.0,5.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,458.0,0
photo,2013-10-16 10:16:00,101.0,9.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,458.0,0
video,2013-10-15 21:01:00,160.0,8.0,3.0,160.0,0.0,0.0,0.0,0.0,0.0,457.0,0
video,2013-10-13 07:40:00,197.0,20.0,2.0,197.0,0.0,0.0,0.0,0.0,0.0,455.0,0
photo,2013-10-13 06:30:00,70.0,3.0,0.0,70.00000000000001,0.0,0.0,0.0,0.0,0.0,455.0,0
video,2013-10-13 02:20:00,88.0,11.0,1.0,88.0,0.0,0.0,0.0,0.0,0.0,454.0,0
photo,2013-10-13 01:49:00,22.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,454.0,0
video,2013-10-12 10:21:00,265.0,5.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,454.0,0
photo,2013-10-11 20:57:00,73.0,4.0,7.0,73.0,0.0,0.0,0.0,0.0,0.0,453.0,0
photo,2013-10-11 08:23:00,211.0,2.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,453.0,0
video,2013-10-11 06:03:00,165.0,9.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,453.0,0
video,2013-10-11 01:47:00,190.0,6.0,1.0,190.0,0.0,0.0,0.0,0.0,0.0,452.0,0
video,2013-10-11 00:00:00,83.0,1.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,452.0,0
photo,2013-10-10 10:25:00,51.0,1.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,452.0,0
video,2013-10-10 08:49:00,386.0,15.0,14.0,386.0,0.0,0.0,0.0,0.0,0.0,452.0,1
video,2013-10-10 00:00:00,135.0,14.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,451.0,0
video,2013-10-09 22:38:00,273.0,35.0,2.0,273.0,0.0,0.0,0.0,0.0,0.0,451.0,0
video,2013-10-09 12:43:00,87.0,25.0,4.0,87.0,0.0,0.0,0.0,0.0,0.0,451.0,0
video,2013-10-09 00:40:00,240.0,30.0,2.0,240.0,0.0,0.0,0.0,0.0,0.0,450.0,0
photo,2013-10-08 07:26:00,47.0,1.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,450.0,0
video,2013-10-07 10:35:00,23.0,7.0,16.0,23.0,0.0,0.0,0.0,0.0,0.0,449.0,1
photo,2013-10-05 00:03:00,83.99999999999999,4.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,446.0,0
photo,2013-10-03 12:48:00,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,445.0,0
photo,2013-10-02 01:27:00,59.0,5.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,443.0,0
photo,2013-09-29 01:15:00,44.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,440.0,0
photo,2013-09-28 21:51:00,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,440.0,0
photo,2013-09-28 21:48:00,30.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,440.0,0
photo,2013-09-25 09:05:00,39.0,2.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,437.0,0
photo,2013-09-25 03:29:00,17.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,437.0,0
photo,2013-09-24 07:16:00,73.99999999999999,15.0,1.0,73.99999999999999,0.0,0.0,0.0,0.0,0.0,436.0,0
photo,2013-09-22 09:21:00,68.0,6.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,434.0,0
photo,2013-09-17 00:59:00,65.0,2.0,10.0,65.0,0.0,0.0,0.0,0.0,0.0,428.0,0
photo,2013-09-12 04:12:00,52.0,2.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,424.0,0
photo,2013-09-12 02:34:00,78.0,8.0,0.0,77.99999999999999,0.0,0.0,0.0,0.0,0.0,423.0,0
photo,2013-09-12 01:34:00,28.0,3.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,423.0,0
photo,2013-09-11 21:38:00,63.0,5.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,423.0,0
photo,2013-09-11 03:42:00,19.0,24.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,423.0,0
photo,2013-09-11 03:34:00,21.0,22.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,423.0,0
photo,2013-09-11 02:56:00,77.0,12.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,423.0,0
video,2013-09-11 02:05:00,137.0,3.0,1.0,137.0,0.0,0.0,0.0,0.0,0.0,422.0,0
photo,2013-09-11 00:12:00,537.0,16.0,1.0,537.0,0.0,0.0,0.0,0.0,0.0,422.0,0
photo,2013-09-10 23:42:00,57.0,5.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,422.0,0
video,2013-09-10 04:07:00,144.0,11.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,422.0,0
photo,2013-09-09 10:13:00,13.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,421.0,0
photo,2013-09-09 10:12:00,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,421.0,0
video,2013-09-04 22:31:00,108.0,5.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,416.0,0
photo,2013-09-03 02:57:00,49.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,415.0,0
photo,2013-09-01 05:26:00,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,413.0,0
photo,2013-08-28 02:04:00,29.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,408.0,0
photo,2013-08-25 22:20:00,24.0,2.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,406.0,0
photo,2013-08-10 23:20:00,156.0,17.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,391.0,0
photo,2013-08-06 12:17:00,56.0,1.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,387.0,0
photo,2013-08-04 13:57:00,34.0,1.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,385.0,0
photo,2013-08-01 00:48:00,16.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,381.0,0
photo,2013-08-01 00:45:00,25.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,381.0,0
photo,2013-07-31 11:15:00,38.0,4.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,381.0,0
photo,2013-07-31 10:27:00,45.0,5.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,381.0,0
photo,2013-07-31 04:52:00,73.99999999999999,2.0,0.0,73.99999999999999,0.0,0.0,0.0,0.0,0.0,381.0,0
photo,2013-07-31 04:51:00,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,381.0,0
photo,2013-07-30 21:20:00,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,380.0,0
photo,2013-07-29 07:10:00,131.0,8.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,379.0,0
photo,2013-07-29 06:27:00,32.0,3.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,379.0,0
photo,2013-07-29 06:24:00,14.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,379.0,0
photo,2013-07-29 06:23:00,90.0,9.999999999999998,4.0,90.0,0.0,0.0,0.0,0.0,0.0,379.0,0
photo,2013-07-24 21:55:00,122.0,2.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,374.0,0
photo,2013-07-24 12:10:00,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,374.0,0
photo,2013-07-24 07:12:00,97.0,5.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,374.0,0
photo,2013-07-24 01:22:00,31.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,373.0,0
photo,2013-07-24 00:56:00,80.0,4.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,373.0,0
photo,2013-07-24 00:52:00,51.0,1.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,373.0,0
photo,2013-07-24 00:50:00,38.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,373.0,0
photo,2013-07-24 00:31:00,102.0,5.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,373.0,0
